Gender,GenderCode,Age,Height,Weight,HeartRate,ExerciseNameENG,ExerciseNameUKR,ExerciseID,Duration,Calories
female,1,58,170,72,103,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,8,49
male,0,41,179,85,101,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,25,147
male,0,62,193,100,90,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,8,44
female,1,30,168,67,107,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,29,179
female,1,32,156,56,113,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,23,161
male,0,20,178,80,84,Watering lawn or garden,Полив газону або саду,22,9,20
female,1,53,168,65,102,Stair machine,Тренажер-сходинки,29,21,127
male,0,51,189,95,112,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,30,247
male,0,78,177,86,100,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,23,173
female,1,31,169,69,74,Watering lawn or garden,Полив газону або саду,22,1,3
male,0,74,205,112,83,Watering lawn or garden,Полив газону або саду,22,6,32
female,1,50,177,70,106,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,22,140
female,1,40,160,70,88,Mild stretching,Легка розтяжка,19,8,34
male,0,41,172,75,88,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,8,30
female,1,26,161,54,94,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,13,64
male,0,25,185,89,104,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,27,152
male,0,31,184,89,105,Unicycling,Їзда на одноколісному велосипеді,17,15,91
male,0,20,186,90,83,Watering lawn or garden,Полив газону або саду,22,4,9
female,1,55,176,72,84,Watering lawn or garden,Полив газону або саду,22,5,20
female,1,52,160,59,103,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,25,156
male,0,60,208,105,110,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,26,223
male,0,36,191,93,97,"Golf, walking and pulling clubs",Гольф,16,16,83
female,1,53,168,69,89,"Calisthenics, light","Кальстеніка, легка",18,11,51
male,0,36,193,95,97,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,10,52
female,1,23,169,68,114,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,25,170
female,1,36,164,57,79,Watering lawn or garden,Полив газону або саду,22,2,7
female,1,37,166,61,103,"Cycling, 16-19 mph, very fast, racing","Велоспорт, 25-30 км/год, дуже швидко",13,25,149
male,0,48,181,80,105,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,27,181
female,1,39,167,71,118,"Running, 8 mph (7.5 min mile)","Біг, 14 км/год",5,27,201
male,0,21,205,103,88,Watering lawn or garden,Полив газону або саду,22,7,23
male,0,20,187,86,100,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,23,109
male,0,57,169,72,84,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,8,30
female,1,77,160,66,94,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,15,84
male,0,34,184,85,109,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,19,128
male,0,52,189,92,97,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,23,137
male,0,70,194,91,103,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,28,216
female,1,64,157,54,95,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,12,68
male,0,73,198,101,97,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,18,129
male,0,47,195,99,88,Mild stretching,Легка розтяжка,19,11,50
female,1,39,164,65,84,Watering lawn or garden,Полив газону або саду,22,5,19
female,1,25,163,60,89,Mild stretching,Легка розтяжка,19,7,30
male,0,22,165,67,119,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,27,197
male,0,67,173,78,95,Watering lawn or garden,Полив газону або саду,22,4,24
female,1,64,164,67,94,Unicycling,Їзда на одноколісному велосипеді,17,13,70
male,0,37,200,100,91,Mild stretching,Легка розтяжка,19,12,54
male,0,21,184,78,100,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,19,88
male,0,40,190,97,83,Watering lawn or garden,Полив газону або саду,22,7,24
female,1,36,174,68,108,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,19,121
female,1,53,178,77,95,"Calisthenics, light","Кальстеніка, легка",18,11,57
male,0,41,192,99,98,Walking 4.5 mph,"Ходьба, 7 км/год, дуже швидкий темп",33,22,126
male,0,56,184,88,89,Watering lawn or garden,Полив газону або саду,22,5,24
female,1,29,166,65,84,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,11,41
male,0,28,192,92,92,Watering lawn or garden,Полив газону або саду,22,7,28
male,0,22,191,88,90,"Walking, under 2.0 mph, very slow","Ходьба, <5 км/год, повільний темп",30,10,34
male,0,76,195,93,96,"Cycling, mountain bike, bmx","Велоспорт, гірський велосипед, BMX",15,23,161
male,0,73,175,76,86,Watering lawn or garden,Полив газону або саду,22,4,20
male,0,39,191,86,97,"Aerobics, general","Аеробіка, загальна",1,23,119
female,1,69,162,59,95,Unicycling,Їзда на одноколісному велосипеді,17,11,63
female,1,46,180,75,93,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,12,58
female,1,30,163,58,115,"Running, 10.9 mph (5.5 min mile)","Біг, 17 км/год",8,30,215
female,1,35,168,67,101,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,17,96
female,1,60,176,71,107,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,24,160
female,1,35,150,50,104,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,25,154
male,0,26,182,84,81,Watering lawn or garden,Полив газону або саду,22,5,11
male,0,21,183,83,104,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,23,122
female,1,27,158,57,101,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,22,124
female,1,47,172,69,97,"Cycling, 12-13.9 mph, moderate","Велоспорт, 19-22 км/год, помірно",11,21,113
female,1,27,183,79,80,Watering lawn or garden,Полив газону або саду,22,3,9
male,0,49,181,79,108,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,29,208
male,0,27,178,83,102,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,19,101
male,0,46,194,91,91,"Calisthenics, light","Кальстеніка, легка",18,14,66
male,0,58,197,98,102,Unicycling,Їзда на одноколісному велосипеді,17,14,100
male,0,27,172,77,101,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,13,65
male,0,29,176,76,91,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,13,47
male,0,39,197,96,78,Watering lawn or garden,Полив газону або саду,22,3,8
female,1,56,160,63,84,Watering lawn or garden,Полив газону або саду,22,4,17
male,0,32,183,83,97,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,21,101
female,1,43,169,67,80,Watering lawn or garden,Полив газону або саду,22,5,18
male,0,21,202,98,108,"Aerobics, general","Аеробіка, загальна",1,21,131
female,1,76,175,72,97,"Cycling, <10 mph, leisure bicycling","Велоспорт, <16 км/год, дуже легко",9,10,58
female,1,22,162,59,104,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,15,87
male,0,35,200,99,104,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,24,152
male,0,45,191,95,105,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,28,193
male,0,32,176,83,99,"Stationary cycling, very light","Стаціонарний велоспорт, дуже легкий режим",23,10,51
male,0,39,178,80,105,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,25,157
female,1,44,174,75,105,"Stationary cycling, vigorous","Стаціонарний велоспорт, швидкий",26,27,165
female,1,26,174,67,84,Watering lawn or garden,Полив газону або саду,22,6,22
female,1,42,179,72,98,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,17,91
female,1,24,178,78,93,Watering lawn or garden,Полив газону або саду,22,2,9
male,0,56,186,93,91,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,14,74
male,0,71,185,96,85,Watering lawn or garden,Полив газону або саду,22,5,26
female,1,37,187,84,99,"Walking 3.0 mph, moderate","Ходьба, 5 км/год, помірний темп",31,11,57
female,1,47,162,63,81,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,10,37
male,0,48,167,67,112,"Cycling, >20 mph, racing","Велоспорт, >30 км/год, перегони",14,29,217
male,0,52,183,86,87,"Standing, playing with children, light","Стояння, легка гра з дітьми",28,11,47
male,0,40,192,98,99,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,24,139
female,1,66,180,75,88,Watering lawn or garden,Полив газону або саду,22,4,19
female,1,37,157,59,94,"Aerobics, general","Аеробіка, загальна",1,16,80
male,0,28,193,93,94,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,17,74
female,1,59,148,51,93,Unicycling,Їзда на одноколісному велосипеді,17,10,54
male,0,24,182,78,105,"Cycling, 14-15.9 mph, vigorous","Велоспорт, 22-25 км/год, швидко",12,28,154
female,1,67,162,62,93,"Running, 6.7 mph (9 min mile)","Біг, 12 км/год",3,26,140
male,0,33,192,98,97,Mild stretching,Легка розтяжка,19,10,52
male,0,34,192,99,97,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,15,79
male,0,40,181,84,99,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,17,94
male,0,22,193,85,116,"Running, 7 mph (8.5 min mile)","Біг, 13 км/год",4,28,202
male,0,66,164,75,114,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,27,238
male,0,42,182,82,103,"Stationary cycling, moderate","Стаціонарний велоспорт, помірний режим",25,19,117
male,0,42,209,111,83,Watering lawn or garden,Полив газону або саду,22,7,26
male,0,64,203,97,106,Stair machine,Тренажер-сходинки,29,23,184
female,1,32,162,64,105,"Stationary cycling, very vigorous","Стаціонарний велоспорт, дуже швидкий режим",27,28,169
male,0,24,189,91,78,Watering lawn or garden,Полив газону або саду,22,1,2
male,0,26,182,83,107,Stair machine,Тренажер-сходинки,29,27,162
female,1,32,159,55,92,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,13,62
male,0,51,190,94,105,"Climbing hills, carrying 10 to 20 lb",Підйом в гору з переносом 5-10 кг,21,21,150
female,1,40,165,59,110,"Running, 9 mph (6.5 min mile)","Біг, 16 км/год",7,27,183
female,1,34,179,74,101,Stair machine,Тренажер-сходинки,29,25,138
male,0,48,185,88,103,"Stationary cycling, light","Стаціонарний велоспорт, легкий режим",24,15,99
female,1,21,147,45,100,"Running, 8.6 mph (7 min mile)","Біг, 15 км/год",6,23,128
female,1,31,175,68,91,"Walking 3.5 mph, brisk pace","Ходьба, 6 км/год, швидкий темп",32,12,54
male,0,76,193,103,95,"Cycling, 10-11.9 mph, light","Велоспорт, 16-19 км/год, легкий",10,18,127
male,0,20,177,79,84,Watering lawn or garden,Полив газону або саду,22,5,11
male,0,22,167,73,94,"Golf, walking and pulling clubs",Гольф,16,18,66
